Entity_0:  -> created,  at 0
Entity_24:replaced -> PositionComponent, fields[ x - 59.32454 y - -3.523315 ] at 5692.9269
Entity_17:replaced -> PositionComponent, fields[ x - -27.9128 y - -39.60216 ] at 5692.9269
Entity_19:replaced -> PositionComponent, fields[ x - 39 y - -17 ] at 5692.9269
Entity_13:replaced -> PositionComponent, fields[ x - 4.316525 y - -34.31194 ] at 5708.5569
Entity_3:replaced -> PositionComponent, fields[ x - -14.46232 y - 37.17181 ] at 5708.5569
Entity_21:replaced -> PositionComponent, fields[ x - 34.0963 y - -31.59732 ] at 5708.5569
Entity_5:replaced -> PositionComponent, fields[ x - 18.18721 y - 14.18685 ] at 5708.5569
Entity_20:replaced -> PositionComponent, fields[ x - -14.18341 y - 25.48944 ] at 5708.5569
Entity_23:replaced -> PositionComponent, fields[ x - 58.42205 y - 24.49087 ] at 5708.5569
Entity_24:replaced -> PositionComponent, fields[ x - 59.15567 y - -3.523315 ] at 5708.5569
Entity_17:replaced -> PositionComponent, fields[ x - -28.40949 y - -39.60216 ] at 5708.5569
Entity_19:replaced -> PositionComponent, fields[ x - 39.5 y - -17 ] at 5708.5569
Entity_13:replaced -> PositionComponent, fields[ x - 4.095559 y - -34.31194 ] at 5724.1814
Entity_3:replaced -> PositionComponent, fields[ x - -14.6846 y - 37.17181 ] at 5724.1814
Entity_21:replaced -> PositionComponent, fields[ x - 33.75092 y - -31.59732 ] at 5724.1814
Entity_5:replaced -> PositionComponent, fields[ x - 18.06165 y - 14.18685 ] at 5724.1814
Entity_20:replaced -> PositionComponent, fields[ x - -14.88991 y - 25.48944 ] at 5724.1814
Entity_23:replaced -> PositionComponent, fields[ x - 58.24673 y - 24.49087 ] at 5724.1814
Entity_24:replaced -> PositionComponent, fields[ x - 58.98681 y - -3.523315 ] at 5724.1814
Entity_17:replaced -> PositionComponent, fields[ x - -28.90617 y - -39.60216 ] at 5724.1814
Entity_19:replaced -> PositionComponent, fields[ x - 40 y - -17 ] at 5724.1814
Entity_13:replaced -> PositionComponent, fields[ x - 3.874593 y - -34.31194 ] at 5755.4342
Entity_3:replaced -> PositionComponent, fields[ x - -14.90687 y - 37.17181 ] at 5755.4342
Entity_21:replaced -> PositionComponent, fields[ x - 33.40553 y - -31.59732 ] at 5755.4342
Entity_5:replaced -> PositionComponent, fields[ x - 17.93608 y - 14.18685 ] at 5755.4342
Entity_20:replaced -> PositionComponent, fields[ x - -15.59642 y - 25.48944 ] at 5755.4342
Entity_23:replaced -> PositionComponent, fields[ x - 58.0714 y - 24.49087 ] at 5755.4342
Entity_24:replaced -> PositionComponent, fields[ x - 58.81794 y - -3.523315 ] at 5755.4342
Entity_17:replaced -> PositionComponent, fields[ x - -29.40285 y - -39.60216 ] at 5755.4342
Entity_19:replaced -> PositionComponent, fields[ x - 40.5 y - -17 ] at 5755.4342
Entity_13:replaced -> PositionComponent, fields[ x - 3.653627 y - -34.31194 ] at 5755.4342
Entity_3:replaced -> PositionComponent, fields[ x - -15.12915 y - 37.17181 ] at 5755.4342
Entity_21:replaced -> PositionComponent, fields[ x - 33.06015 y - -31.59732 ] at 5755.4342
Entity_5:replaced -> PositionComponent, fields[ x - 17.81052 y - 14.18685 ] at 5755.4342
Entity_20:replaced -> PositionComponent, fields[ x - -16.30293 y - 25.48944 ] at 5755.4342
Entity_23:replaced -> PositionComponent, fields[ x - 57.89607 y - 24.49087 ] at 5755.4342
Entity_24:replaced -> PositionComponent, fields[ x - 58.64908 y - -3.523315 ] at 5755.4342
Entity_17:replaced -> PositionComponent, fields[ x - -29.89954 y - -39.60216 ] at 5755.4342
Entity_19:replaced -> PositionComponent, fields[ x - 41 y - -17 ] at 5755.4342
Entity_13:replaced -> PositionComponent, fields[ x - 3.432662 y - -34.31194 ] at 5786.802
Entity_3:replaced -> PositionComponent, fields[ x - -15.35143 y - 37.17181 ] at 5786.802
Entity_21:replaced -> PositionComponent, fields[ x - 32.71477 y - -31.59732 ] at 5786.802
Entity_5:replaced -> PositionComponent, fields[ x - 17.68496 y - 14.18685 ] at 5786.802
Entity_20:replaced -> PositionComponent, fields[ x - -17.00944 y - 25.48944 ] at 5786.802
Entity_23:replaced -> PositionComponent, fields[ x - 57.72075 y - 24.49087 ] at 5786.802
Entity_24:replaced -> PositionComponent, fields[ x - 58.48021 y - -3.523315 ] at 5786.802
Entity_17:replaced -> PositionComponent, fields[ x - -30.39622 y - -39.60216 ] at 5786.802
Entity_19:replaced -> PositionComponent, fields[ x - 41.5 y - -17 ] at 5786.802
Entity_13:replaced -> PositionComponent, fields[ x - 3.211696 y - -34.31194 ] at 5790.8068
Entity_3:replaced -> PositionComponent, fields[ x - -15.5737 y - 37.17181 ] at 5790.8068
Entity_21:replaced -> PositionComponent, fields[ x - 32.36938 y - -31.59732 ] at 5790.8068
Entity_5:replaced -> PositionComponent, fields[ x - 17.55939 y - 14.18685 ] at 5790.8068
Entity_20:replaced -> PositionComponent, fields[ x - -17.71595 y - 25.48944 ] at 5790.8068
Entity_23:replaced -> PositionComponent, fields[ x - 57.54542 y - 24.49087 ] at 5791.8058
Entity_24:replaced -> PositionComponent, fields[ x - 58.31135 y - -3.523315 ] at 5791.8058
Entity_17:replaced -> PositionComponent, fields[ x - -30.8929 y - -39.60216 ] at 5791.8058
Entity_19:replaced -> PositionComponent, fields[ x - 42 y - -17 ] at 5791.8058
Entity_13:replaced -> PositionComponent, fields[ x - 2.99073 y - -34.31194 ] at 5807.6317
Entity_3:replaced -> PositionComponent, fields[ x - -15.79598 y - 37.17181 ] at 5807.6317
Entity_21:replaced -> PositionComponent, fields[ x - 32.024 y - -31.59732 ] at 5807.6317
Entity_5:replaced -> PositionComponent, fields[ x - 17.43383 y - 14.18685 ] at 5807.6317
Entity_20:replaced -> PositionComponent, fields[ x - -18.42246 y - 25.48944 ] at 5807.6317
Entity_23:replaced -> PositionComponent, fields[ x - 57.37009 y - 24.49087 ] at 5807.6317
Entity_24:replaced -> PositionComponent, fields[ x - 58.14248 y - -3.523315 ] at 5807.6317
Entity_17:replaced -> PositionComponent, fields[ x - -31.38959 y - -39.60216 ] at 5807.6317
Entity_19:replaced -> PositionComponent, fields[ x - 42.5 y - -17 ] at 5807.6317
Entity_13:replaced -> PositionComponent, fields[ x - 2.769764 y - -34.31194 ] at 5826.4159
Entity_3:replaced -> PositionComponent, fields[ x - -16.01825 y - 37.17181 ] at 5826.4159
Entity_21:replaced -> PositionComponent, fields[ x - 31.67862 y - -31.59732 ] at 5826.4159
Entity_5:replaced -> PositionComponent, fields[ x - 17.30827 y - 14.18685 ] at 5826.4159
Entity_20:replaced -> PositionComponent, fields[ x - -19.12897 y - 25.48944 ] at 5826.4159
Entity_23:replaced -> PositionComponent, fields[ x - 57.19476 y - 24.49087 ] at 5826.4159
Entity_24:replaced -> PositionComponent, fields[ x - 57.97362 y - -3.523315 ] at 5826.4159
Entity_17:replaced -> PositionComponent, fields[ x - -31.88627 y - -39.60216 ] at 5826.4159
Entity_19:replaced -> PositionComponent, fields[ x - 43 y - -17 ] at 5826.4159
Entity_13:replaced -> PositionComponent, fields[ x - 2.548798 y - -34.31194 ] at 5842.0443
Entity_3:replaced -> PositionComponent, fields[ x - -16.24053 y - 37.17181 ] at 5842.0443
Entity_21:replaced -> PositionComponent, fields[ x - 31.33323 y - -31.59732 ] at 5842.0443
Entity_5:replaced -> PositionComponent, fields[ x - 17.18271 y - 14.18685 ] at 5842.0443
Entity_20:replaced -> PositionComponent, fields[ x - -19.83547 y - 25.48944 ] at 5842.0443
Entity_23:replaced -> PositionComponent, fields[ x - 57.01944 y - 24.49087 ] at 5842.0443
Entity_24:replaced -> PositionComponent, fields[ x - 57.80475 y - -3.523315 ] at 5842.0443
Entity_17:replaced -> PositionComponent, fields[ x - -32.38295 y - -39.60216 ] at 5842.0443
Entity_19:replaced -> PositionComponent, fields[ x - 43.5 y - -17 ] at 5842.0443
Entity_13:replaced -> PositionComponent, fields[ x - 2.327832 y - -34.31194 ] at 5857.6705
Entity_3:replaced -> PositionComponent, fields[ x - -16.46281 y - 37.17181 ] at 5857.6705
Entity_21:replaced -> PositionComponent, fields[ x - 30.98785 y - -31.59732 ] at 5857.6705
Entity_5:replaced -> PositionComponent, fields[ x - 17.05714 y - 14.18685 ] at 5857.6705
Entity_20:replaced -> PositionComponent, fields[ x - -20.54198 y - 25.48944 ] at 5857.6705
Entity_23:replaced -> PositionComponent, fields[ x - 56.84411 y - 24.49087 ] at 5857.6705
Entity_24:replaced -> PositionComponent, fields[ x - 57.63589 y - -3.523315 ] at 5857.6705
Entity_17:replaced -> PositionComponent, fields[ x - -32.87963 y - -39.60216 ] at 5857.6705
Entity_19:replaced -> PositionComponent, fields[ x - 44 y - -17 ] at 5857.6705
Entity_13:replaced -> PositionComponent, fields[ x - 2.106866 y - -34.31194 ] at 5873.2958
Entity_3:replaced -> PositionComponent, fields[ x - -16.68508 y - 37.17181 ] at 5873.2958
Entity_21:replaced -> PositionComponent, fields[ x - 30.64246 y - -31.59732 ] at 5873.2958
Entity_5:replaced -> PositionComponent, fields[ x - 16.93158 y - 14.18685 ] at 5873.2958
Entity_20:replaced -> PositionComponent, fields[ x - -21.24849 y - 25.48944 ] at 5873.2958
Entity_23:replaced -> PositionComponent, fields[ x - 56.66878 y - 24.49087 ] at 5873.2958
Entity_24:replaced -> PositionComponent, fields[ x - 57.46702 y - -3.523315 ] at 5873.2958
Entity_17:replaced -> PositionComponent, fields[ x - -33.37631 y - -39.60216 ] at 5873.2958
Entity_19:replaced -> PositionComponent, fields[ x - 44.5 y - -17 ] at 5873.2958
Entity_13:replaced -> PositionComponent, fields[ x - 1.885901 y - -34.31194 ] at 5904.5486
Entity_3:replaced -> PositionComponent, fields[ x - -16.90736 y - 37.17181 ] at 5904.5486
Entity_21:replaced -> PositionComponent, fields[ x - 30.29708 y - -31.59732 ] at 5904.5486
Entity_5:replaced -> PositionComponent, fields[ x - 16.80602 y - 14.18685 ] at 5904.5486
Entity_20:replaced -> PositionComponent, fields[ x - -21.955 y - 25.48944 ] at 5904.5486
Entity_23:replaced -> PositionComponent, fields[ x - 56.49345 y - 24.49087 ] at 5904.5486
Entity_24:replaced -> PositionComponent, fields[ x - 57.29816 y - -3.523315 ] at 5904.5486
Entity_17:replaced -> PositionComponent, fields[ x - -33.87299 y - -39.60216 ] at 5904.5486
Entity_19:replaced -> PositionComponent, fields[ x - 45 y - -17 ] at 5904.5486
Entity_13:replaced -> PositionComponent, fields[ x - 1.664935 y - -34.31194 ] at 5904.5486
Entity_3:replaced -> PositionComponent, fields[ x - -17.12964 y - 37.17181 ] at 5904.5486
Entity_21:replaced -> PositionComponent, fields[ x - 29.95169 y - -31.59732 ] at 5904.5486
Entity_5:replaced -> PositionComponent, fields[ x - 16.68046 y - 14.18685 ] at 5904.5486
Entity_20:replaced -> PositionComponent, fields[ x - -22.66151 y - 25.48944 ] at 5904.5486
Entity_23:replaced -> PositionComponent, fields[ x - 56.31813 y - 24.49087 ] at 5904.5486
Entity_24:replaced -> PositionComponent, fields[ x - 57.12929 y - -3.523315 ] at 5904.5486
Entity_17:replaced -> PositionComponent, fields[ x - -34.36967 y - -39.60216 ] at 5904.5486
Entity_19:replaced -> PositionComponent, fields[ x - 45.5 y - -17 ] at 5904.5486
Entity_13:replaced -> PositionComponent, fields[ x - 1.443969 y - -34.31194 ] at 5935.7984
Entity_3:replaced -> PositionComponent, fields[ x - -17.35191 y - 37.17181 ] at 5935.7984
Entity_21:replaced -> PositionComponent, fields[ x - 29.60631 y - -31.59732 ] at 5935.7984
Entity_5:replaced -> PositionComponent, fields[ x - 16.55489 y - 14.18685 ] at 5935.7984
Entity_20:replaced -> PositionComponent, fields[ x - -23.36802 y - 25.48944 ] at 5935.7984
Entity_23:replaced -> PositionComponent, fields[ x - 56.1428 y - 24.49087 ] at 5935.7984
Entity_24:replaced -> PositionComponent, fields[ x - 56.96043 y - -3.523315 ] at 5935.7984
Entity_17:replaced -> PositionComponent, fields[ x - -34.86636 y - -39.60216 ] at 5935.7984
Entity_19:replaced -> PositionComponent, fields[ x - 46 y - -17 ] at 5935.7984
Entity_13:replaced -> PositionComponent, fields[ x - 1.223003 y - -34.31194 ] at 5951.425
Entity_3:replaced -> PositionComponent, fields[ x - -17.57419 y - 37.17181 ] at 5951.425
Entity_21:replaced -> PositionComponent, fields[ x - 29.26093 y - -31.59732 ] at 5951.425
Entity_5:replaced -> PositionComponent, fields[ x - 16.42933 y - 14.18685 ] at 5951.425
Entity_20:replaced -> PositionComponent, fields[ x - -24.07453 y - 25.48944 ] at 5951.425
Entity_23:replaced -> PositionComponent, fields[ x - 55.96747 y - 24.49087 ] at 5951.425
Entity_24:replaced -> PositionComponent, fields[ x - 56.79156 y - -3.523315 ] at 5951.425
Entity_17:replaced -> PositionComponent, fields[ x - -35.36304 y - -39.60216 ] at 5951.425
Entity_19:replaced -> PositionComponent, fields[ x - 46.5 y - -17 ] at 5951.425
Entity_13:replaced -> PositionComponent, fields[ x - 1.002038 y - -34.31194 ] at 5967.0551
Entity_3:replaced -> PositionComponent, fields[ x - -17.79647 y - 37.17181 ] at 5967.0551
Entity_21:replaced -> PositionComponent, fields[ x - 28.91554 y - -31.59732 ] at 5967.0551
Entity_5:replaced -> PositionComponent, fields[ x - 16.30377 y - 14.18685 ] at 5967.0551
Entity_20:replaced -> PositionComponent, fields[ x - -24.78103 y - 25.48944 ] at 5967.0551
Entity_23:replaced -> PositionComponent, fields[ x - 55.79214 y - 24.49087 ] at 5967.0551
Entity_24:replaced -> PositionComponent, fields[ x - 56.6227 y - -3.523315 ] at 5967.0551
Entity_17:replaced -> PositionComponent, fields[ x - -35.85972 y - -39.60216 ] at 5967.0551
Entity_19:replaced -> PositionComponent, fields[ x - 47 y - -17 ] at 5967.0551
Entity_13:replaced -> PositionComponent, fields[ x - 0.7810719 y - -34.31194 ] at 5982.6757
Entity_3:replaced -> PositionComponent, fields[ x - -18.01874 y - 37.17181 ] at 5982.6757
Entity_21:replaced -> PositionComponent, fields[ x - 28.57016 y - -31.59732 ] at 5982.6757
Entity_5:replaced -> PositionComponent, fields[ x - 16.17821 y - 14.18685 ] at 5982.6757
Entity_20:replaced -> PositionComponent, fields[ x - -25.48754 y - 25.48944 ] at 5982.6757
Entity_23:replaced -> PositionComponent, fields[ x - 55.61682 y - 24.49087 ] at 5982.6757
Entity_24:replaced -> PositionComponent, fields[ x - 56.45383 y - -3.523315 ] at 5982.6757
Entity_17:replaced -> PositionComponent, fields[ x - -36.3564 y - -39.60216 ] at 5982.6757
Entity_19:replaced -> PositionComponent, fields[ x - 47.5 y - -17 ] at 5982.6757
Entity_13:replaced -> PositionComponent, fields[ x - 0.5601062 y - -34.31194 ] at 5998.3015
Entity_3:replaced -> PositionComponent, fields[ x - -18.24102 y - 37.17181 ] at 5998.3015
Entity_21:replaced -> PositionComponent, fields[ x - 28.22477 y - -31.59732 ] at 5998.3015
Entity_5:replaced -> PositionComponent, fields[ x - 16.05264 y - 14.18685 ] at 5998.3015
Entity_20:replaced -> PositionComponent, fields[ x - -26.19405 y - 25.48944 ] at 5998.3015
Entity_23:replaced -> PositionComponent, fields[ x - 55.44149 y - 24.49087 ] at 5998.3015
Entity_24:replaced -> PositionComponent, fields[ x - 56.28497 y - -3.523315 ] at 5998.3015
Entity_17:replaced -> PositionComponent, fields[ x - -36.85308 y - -39.60216 ] at 5998.3015
Entity_19:replaced -> PositionComponent, fields[ x - 48 y - -17 ] at 5998.3015
Entity_13:replaced -> PositionComponent, fields[ x - 0.3391404 y - -34.31194 ] at 6013.9272
Entity_3:replaced -> PositionComponent, fields[ x - -18.4633 y - 37.17181 ] at 6013.9272
Entity_21:replaced -> PositionComponent, fields[ x - 27.87939 y - -31.59732 ] at 6013.9272
Entity_5:replaced -> PositionComponent, fields[ x - 15.92708 y - 14.18685 ] at 6013.9272
Entity_20:replaced -> PositionComponent, fields[ x - -26.90056 y - 25.48944 ] at 6013.9272
Entity_23:replaced -> PositionComponent, fields[ x - 55.26616 y - 24.49087 ] at 6013.9272
Entity_24:replaced -> PositionComponent, fields[ x - 56.1161 y - -3.523315 ] at 6013.9272
Entity_17:replaced -> PositionComponent, fields[ x - -37.34976 y - -39.60216 ] at 6013.9272
Entity_19:replaced -> PositionComponent, fields[ x - 48.5 y - -17 ] at 6013.9272
Entity_13:replaced -> PositionComponent, fields[ x - 0.1181747 y - -34.31194 ] at 6029.553
Entity_3:replaced -> PositionComponent, fields[ x - -18.68557 y - 37.17181 ] at 6029.553
Entity_21:replaced -> PositionComponent, fields[ x - 27.534 y - -31.59732 ] at 6029.553
Entity_5:replaced -> PositionComponent, fields[ x - 15.80152 y - 14.18685 ] at 6029.553
Entity_20:replaced -> PositionComponent, fields[ x - -27.60707 y - 25.48944 ] at 6029.553
Entity_23:replaced -> PositionComponent, fields[ x - 55.09084 y - 24.49087 ] at 6029.553
Entity_24:replaced -> PositionComponent, fields[ x - 55.94724 y - -3.523315 ] at 6029.553
Entity_17:replaced -> PositionComponent, fields[ x - -37.84644 y - -39.60216 ] at 6029.553
Entity_19:replaced -> PositionComponent, fields[ x - 49 y - -17 ] at 6029.553
Entity_13:replaced -> PositionComponent, fields[ x - -0.1027911 y - -34.31194 ] at 6045.1856
Entity_3:replaced -> PositionComponent, fields[ x - -18.90785 y - 37.17181 ] at 6045.1856
Entity_21:replaced -> PositionComponent, fields[ x - 27.18862 y - -31.59732 ] at 6045.1856
Entity_5:replaced -> PositionComponent, fields[ x - 15.67595 y - 14.18685 ] at 6045.1856
Entity_20:replaced -> PositionComponent, fields[ x - -28.31358 y - 25.48944 ] at 6045.1856
Entity_23:replaced -> PositionComponent, fields[ x - 54.91551 y - 24.49087 ] at 6045.1856
Entity_24:replaced -> PositionComponent, fields[ x - 55.77837 y - -3.523315 ] at 6045.1856
Entity_17:replaced -> PositionComponent, fields[ x - -38.34312 y - -39.60216 ] at 6045.1856
Entity_19:replaced -> PositionComponent, fields[ x - 49.5 y - -17 ] at 6045.1856
Entity_13:replaced -> PositionComponent, fields[ x - -0.3237568 y - -34.31194 ] at 6076.429
Entity_3:replaced -> PositionComponent, fields[ x - -19.13013 y - 37.17181 ] at 6076.429
Entity_21:replaced -> PositionComponent, fields[ x - 26.84323 y - -31.59732 ] at 6076.429
Entity_5:replaced -> PositionComponent, fields[ x - 15.55039 y - 14.18685 ] at 6076.429
Entity_20:replaced -> PositionComponent, fields[ x - -29.02009 y - 25.48944 ] at 6076.429
Entity_23:replaced -> PositionComponent, fields[ x - 54.74018 y - 24.49087 ] at 6076.429
Entity_24:replaced -> PositionComponent, fields[ x - 55.6095 y - -3.523315 ] at 6076.429
Entity_17:replaced -> PositionComponent, fields[ x - -38.83981 y - -39.60216 ] at 6076.429
Entity_19:replaced -> PositionComponent, fields[ x - 50 y - -17 ] at 6076.429
Entity_13:replaced -> PositionComponent, fields[ x - -0.5447226 y - -34.31194 ] at 6076.429
Entity_3:replaced -> PositionComponent, fields[ x - -19.3524 y - 37.17181 ] at 6076.429
Entity_21:replaced -> PositionComponent, fields[ x - 26.49785 y - -31.59732 ] at 6076.429
Entity_5:replaced -> PositionComponent, fields[ x - 15.42483 y - 14.18685 ] at 6076.429
Entity_20:replaced -> PositionComponent, fields[ x - -29.72659 y - 25.48944 ] at 6076.429
Entity_23:replaced -> PositionComponent, fields[ x - 54.56485 y - 24.49087 ] at 6076.429
Entity_24:replaced -> PositionComponent, fields[ x - 55.44064 y - -3.523315 ] at 6076.429
Entity_17:replaced -> PositionComponent, fields[ x - -39.33649 y - -39.60216 ] at 6076.429
Entity_19:replaced -> PositionComponent, fields[ x - 50.5 y - -17 ] at 6076.429
Entity_13:replaced -> PositionComponent, fields[ x - -0.7656883 y - -34.31194 ] at 6107.6856
Entity_3:replaced -> PositionComponent, fields[ x - -19.57468 y - 37.17181 ] at 6107.6856
